Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%,Height (Inches),height_scaled,weight_scaled,DBSCAN Results,IsolationForest Results,Height-Weight PCA,PCA Z-Score Results
Rodions Kurucs,BKN,22,6-9,228,None,Latvia,2018,2,40,47,4.6,2.9,1.1,-1.4,3.3%,14.1%,14.2%,55.5%,10.5%,81,0.7839221783489247,0.44607954559143925,Core Data,Core Data,0.8697425598693737,Core Data
Rodney Hood,POR,27,6-8,208,Duke,USA,2014,1,23,21,11.0,3.4,1.5,0.6,1.5%,9.2%,13.7%,62.5%,6.8%,80,0.49105859618326075,-0.381906698681793,Core Data,Core Data,0.0771820469026654,Core Data
Rodney McGruder,LAC,28,6-4,205,Kansas State,USA,Undrafted,Undrafted,Undrafted,56,3.3,2.7,0.6,0.8,3.2%,12.3%,10.1%,47.7%,5.5%,76,-0.6803957324793954,-0.5061046353227778,Core Data,Core Data,-0.838982455953251,Core Data
Romeo Langford,BOS,20,6-4,216,Indiana,USA,2019,1,14,32,2.5,1.3,0.4,8.9,3.8%,6.5%,11.3%,43.4%,4.5%,76,-0.6803957324793954,-0.0507122009725001,Core Data,Core Data,-0.51697137752312,Core Data
Rondae Hollis-Jefferson,TOR,25,6-6,217,Arizona,USA,2015,1,23,60,7.0,4.7,1.8,4.2,8.9%,14.3%,16.4%,53.3%,14.1%,78,-0.09466856814806733,-0.009312888758838489,Core Data,Core Data,-0.07352599329653134,Core Data
Royce O'Neale,UTA,27,6-4,226,Baylor,USA,Undrafted,Undrafted,Undrafted,71,6.3,5.5,2.5,5.2,1.4%,16.5%,9.5%,57.8%,11.6%,76,-0.6803957324793954,0.36328092116411603,Core Data,Core Data,-0.22423403349572815,Core Data
Rudy Gay,SAS,33,6-8,250,Connecticut,USA,2006,1,8,67,10.8,5.4,1.7,0.2,4.0%,19.4%,21.1%,55.3%,11.6%,80,0.49105859618326075,1.3568644142919948,Core Data,Core Data,1.3066788918177112,Core Data
Rudy Gobert,UTA,28,7-1,258,None,France,2013,1,27,68,15.1,13.5,1.5,6.2,10.4%,27.6%,16.2%,69.9%,6.5%,85,1.955376507011581,1.6880589120012877,Core Data,Core Data,2.576297891599248,Core Data
Rui Hachimura,WAS,22,6-8,230,Gonzaga,Japan,2019,1,9,48,13.5,6.1,1.8,-8.2,5.1%,15.5%,18.9%,53.5%,8.8%,80,0.49105859618326075,0.5288781700187625,Core Data,Core Data,0.7212042037629275,Core Data
Russell Westbrook,HOU,31,6-3,200,UCLA,USA,2008,1,4,57,27.2,7.9,7.0,3.1,4.4%,15.7%,33.0%,53.6%,34.0%,75,-0.9732593146450594,-0.7131011963910859,Core Data,Core Data,-1.1924369528788716,Core Data
Ryan Anderson,HOU,32,6-9,240,California,USA,2008,1,21,2,2.5,3.5,1.0,21.2,0.0%,46.7%,24.2%,35.7%,16.7%,81,0.7839221783489247,0.9428712921553787,Core Data,Core Data,1.221027372702244,Core Data
Ryan Arcidiacono,CHI,26,6-3,195,Villanova,USA,Undrafted,Undrafted,Undrafted,58,4.5,1.9,1.7,-4.0,1.9%,9.8%,12.1%,55.1%,14.3%,75,-0.9732593146450594,-0.920097757459394,Core Data,Core Data,-1.3388056248925675,Core Data
Ryan Broekhoff,PHI,29,6-6,215,None,Australia,Undrafted,Undrafted,Undrafted,17,4.2,2.5,0.6,2.1,2.5%,20.2%,15.5%,56.8%,8.3%,78,-0.09466856814806733,-0.09211151318616172,Core Data,Core Data,-0.1320734621020097,Core Data
Sekou Doumbouya,DET,19,6-8,230,None,Guinea,2019,1,15,38,6.4,3.1,0.5,-10.8,2.6%,13.7%,16.4%,47.4%,3.7%,80,0.49105859618326075,0.5288781700187625,Core Data,Core Data,0.7212042037629275,Core Data
Semi Ojeleye,BOS,25,6-6,240,Southern Methodist,USA,2017,2,37,69,3.4,2.1,0.5,-1.5,2.4%,10.9%,9.4%,56.2%,5.1%,78,-0.09466856814806733,0.9428712921553787,Core Data,Core Data,0.59976989796647,Core Data
Serge Ibaka,TOR,30,7-0,235,None,Democratic Re...,2008,1,24,55,15.4,8.2,1.4,3.1,7.5%,20.5%,23.6%,58.3%,8.6%,84,1.662512924845917,0.7358747310870706,Core Data,Core Data,1.6959161754243222,Core Data
Seth Curry,DAL,29,6-2,185,Duke,USA,Undrafted,Undrafted,Undrafted,64,12.4,2.3,1.9,3.4,1.6%,7.0%,17.6%,64.3%,11.7%,74,-1.2661228968107234,-1.33409087959601,Core Data,Core Data,-1.838628793831884,Core Data
Shabazz Napier,WAS,28,6-0,175,Connecticut,USA,2014,1,24,56,10.3,2.8,4.7,-3.6,1.8%,10.0%,19.7%,55.2%,29.5%,72,-1.8518500611420516,-1.7480840017326262,Core Data,Core Data,-2.5455377876831253,Core Data
Shai Gilgeous-Alexander,OKC,21,6-5,180,Kentucky,Canada,2018,1,11,70,19.0,5.9,3.3,3.5,2.0%,14.6%,23.5%,56.8%,14.8%,77,-0.3875321503137314,-1.5410874406643182,Core Data,Core Data,-1.3637399911098058,Core Data
Shake Milton,PHI,23,6-5,205,Southern Methodist,USA,2018,2,54,40,9.4,2.2,2.6,0.1,1.8%,9.3%,18.6%,61.7%,18.2%,77,-0.3875321503137314,-0.5061046353227778,Core Data,Core Data,-0.6318966310413262,Core Data
Shamorie Ponds,TOR,22,6-0,175,None,USA,Undrafted,Undrafted,Undrafted,4,2.3,0.3,0.5,-5.5,0.0%,16.7%,22.2%,76.5%,40.0%,72,-1.8518500611420516,-1.7480840017326262,Core Data,Core Data,-2.5455377876831253,Core Data
Shaquille Harrison,CHI,26,6-7,190,Tulsa,USA,Undrafted,Undrafted,Undrafted,43,4.9,2.0,1.1,6.8,4.2%,13.9%,17.6%,55.9%,14.7%,79,0.1981950140175967,-1.127094318527702,Core Data,Core Data,-0.6568309972585645,Core Data
Sindarius Thornwell,NOP,25,6-4,215,South Carolina,USA,2017,2,48,2,8.0,2.0,2.0,-7.4,0.0%,13.3%,17.6%,62.7%,14.3%,76,-0.6803957324793954,-0.09211151318616172,Core Data,Core Data,-0.5462451119258592,Core Data
Skal Labissiere,ATL,24,6-10,235,Kentucky,Haiti,2016,1,28,33,5.8,5.1,1.3,1.3,10.5%,15.5%,13.9%,58.8%,10.6%,82,1.0767857605145887,0.7358747310870706,Core Data,Core Data,1.2817445256004727,Core Data
Solomon Hill,MIA,29,6-6,226,Arizona,USA,2013,1,23,59,5.5,2.8,1.8,-2.1,2.6%,11.8%,13.5%,53.5%,12.4%,78,-0.09466856814806733,0.36328092116411603,Core Data,Core Data,0.1899376163281213,Core Data
Spencer Dinwiddie,BKN,27,6-5,215,Colorado,USA,2014,2,38,64,20.6,3.5,6.8,1.1,1.5%,8.5%,28.7%,54.1%,34.4%,77,-0.3875321503137314,-0.09211151318616172,Core Data,Core Data,-0.3391592870139344,Core Data
Stanley Johnson,TOR,24,6-6,242,Arizona,USA,2015,1,8,25,2.4,1.5,0.8,4.8,4.1%,16.5%,21.4%,45.4%,20.0%,78,-0.09466856814806733,1.025669916582702,Core Data,Core Data,0.6583173667719484,Core Data
Stanton Kidd,UTA,28,6-6,216,Colorado State,USA,Undrafted,Undrafted,Undrafted,4,0.0,0.8,0.3,2.3,0.0%,15.8%,13.9%,0.0%,10.0%,78,-0.09466856814806733,-0.0507122009725001,Core Data,Core Data,-0.10279972769927051,Core Data
Stephen Curry,GSW,32,6-3,185,Davidson,USA,2009,1,7,5,20.8,5.2,6.6,-15.3,2.3%,16.2%,28.6%,55.7%,35.5%,75,-0.9732593146450594,-1.33409087959601,Core Data,Core Data,-1.6315429689199592,Core Data
Sterling Brown,MIL,25,6-5,219,Southern Methodist,USA,2017,2,46,52,5.1,3.5,1.0,2.4,3.7%,16.8%,16.2%,48.6%,9.4%,77,-0.3875321503137314,0.07348573566848474,Core Data,Core Data,-0.22206434940297765,Core Data
Steven Adams,OKC,26,6-11,265,Pittsburgh,New Zealand,2013,1,12,63,10.9,9.3,2.3,4.4,12.8%,21.4%,16.8%,60.4%,12.8%,83,1.369649342680253,1.977854097496919,Core Data,Core Data,2.367042382594573,Core Data
Svi Mykhailiuk,DET,23,6-7,205,Kansas,Ukraine,2018,2,47,56,9.0,1.9,1.9,-0.6,1.3%,7.1%,16.5%,57.8%,12.0%,79,0.1981950140175967,-0.5061046353227778,Core Data,Core Data,-0.21772498121747685,Core Data
T.J. McConnell,IND,28,6-1,190,Arizona,USA,Undrafted,Undrafted,Undrafted,71,6.5,2.7,5.0,1.1,2.8%,10.7%,16.7%,54.0%,35.4%,73,-1.5589864789763876,-1.127094318527702,Core Data,Core Data,-1.8993459467301128,Core Data
T.J. Warren,IND,26,6-8,220,North Carolina State,USA,2014,1,14,67,19.8,4.2,1.5,2.7,3.1%,9.2%,22.9%,61.0%,7.2%,80,0.49105859618326075,0.11488504788214636,Core Data,Core Data,0.4284668597355356,Core Data
TJ Leaf,IND,23,6-10,222,UCLA,USA,2017,1,18,28,3.0,2.5,0.3,0.2,9.4%,17.4%,18.0%,45.1%,5.7%,82,1.0767857605145887,0.1976836723094696,Core Data,Core Data,0.9011859783648634,Core Data
Tacko Fall,BOS,24,7-5,311,None,Senegal,Undrafted,Undrafted,Undrafted,7,3.3,2.1,0.1,12.7,3.6%,32.6%,25.0%,75.1%,6.7%,89,3.1268308356742374,3.8822224593253534,Outlier,Outlier,4.956149114592124,Outlier
Taj Gibson,NYK,35,6-9,232,USC,USA,2009,1,26,62,6.1,4.3,0.8,-12.5,9.8%,15.8%,14.5%,61.0%,7.7%,81,0.7839221783489247,0.6116767944460857,Core Data,Core Data,0.9868374974803305,Core Data
Talen Horton-Tucker,LAL,19,6-4,234,Iowa State,USA,2019,2,46,6,5.7,1.2,1.0,-9.5,2.2%,5.6%,18.0%,53.5%,10.7%,76,-0.6803957324793954,0.6944754188734089,Core Data,Core Data,0.0099558417261853,Core Data
Tariq Owens,PHX,25,6-10,205,Texas Tech,USA,Undrafted,Undrafted,Undrafted,3,1.3,1.0,0.0,-43.4,10.5%,6.7%,17.1%,34.0%,0.0%,82,1.0767857605145887,-0.5061046353227778,Core Data,Core Data,0.40353249351829723,Core Data
Taurean Prince,BKN,26,6-7,218,Baylor,USA,2016,1,12,64,12.1,6.0,1.8,1.3,2.4%,16.2%,20.0%,49.7%,9.0%,79,0.1981950140175967,0.032086423454823126,Core Data,Core Data,0.16283356601813254,Core Data
Terance Mann,LAC,23,6-5,215,Florida State,USA,2019,2,48,41,2.4,1.3,1.3,0.1,2.6%,11.2%,12.3%,54.5%,20.9%,77,-0.3875321503137314,-0.09211151318616172,Core Data,Core Data,-0.3391592870139344,Core Data
Terence Davis,TOR,23,6-4,201,None,USA,Undrafted,Undrafted,Undrafted,72,7.5,3.3,1.6,7.9,3.9%,13.7%,18.1%,58.8%,14.0%,76,-0.6803957324793954,-0.6717018841774243,Core Data,Core Data,-0.9560773935642077,Core Data
Terrance Ferguson,OKC,22,6-6,190,None,USA,2017,1,21,56,3.9,1.3,0.9,-4.0,1.9%,3.9%,9.2%,48.1%,5.5%,78,-0.09466856814806733,-1.127094318527702,Core Data,Core Data,-0.8639168221704893,Core Data
Terrence Ross,ORL,29,6-6,206,Washington,USA,2012,1,8,69,14.7,3.2,1.2,-2.5,0.6%,10.8%,21.6%,54.8%,7.2%,78,-0.09466856814806733,-0.4647053231091162,Core Data,Core Data,-0.39553707172666236,Core Data
Terry Rozier,CHA,26,6-1,190,Louisville,USA,2015,1,16,63,18.0,4.4,4.1,-9.0,2.2%,10.7%,23.2%,55.3%,20.9%,73,-1.5589864789763876,-1.127094318527702,Core Data,Core Data,-1.8993459467301128,Core Data
Thabo Sefolosha,HOU,36,6-6,215,None,Switzerland,2006,1,13,41,2.2,2.3,0.6,3.9,4.3%,15.2%,10.0%,48.7%,7.4%,78,-0.09466856814806733,-0.09211151318616172,Core Data,Core Data,-0.1320734621020097,Core Data
Thaddeus Young,CHI,32,6-8,235,Georgia Tech,USA,2007,1,12,64,10.3,4.9,1.8,-6.2,5.4%,14.5%,19.2%,52.1%,11.3%,80,0.49105859618326075,0.7358747310870706,Core Data,Core Data,0.8675728757766233,Core Data
Thanasis Antetokounmpo,MIL,27,6-6,219,None,Greece,2014,2,51,20,2.8,1.2,0.8,-6.8,8.5%,8.1%,20.2%,49.6%,17.4%,78,-0.09466856814806733,0.07348573566848474,Core Data,Core Data,-0.01497852449105296,Core Data
Theo Pinson,NYK,24,6-5,212,None,USA,Undrafted,Undrafted,Undrafted,33,3.6,1.6,1.7,-4.6,2.4%,10.1%,21.8%,37.0%,24.0%,77,-0.3875321503137314,-0.21630944982714656,Core Data,Core Data,-0.42698049022215195,Core Data
Thomas Bryant,WAS,22,6-10,248,Indiana,USA,2017,2,42,46,13.2,7.2,1.8,-6.6,8.1%,19.8%,18.5%,64.9%,10.7%,82,1.0767857605145887,1.2740657898646714,Core Data,Core Data,1.6623030728360821,Core Data
Thon Maker,DET,23,7-0,221,None,South Sudan,2016,1,10,60,4.7,2.8,0.7,-8.0,6.9%,15.2%,16.0%,58.2%,8.8%,84,1.662512924845917,0.15628436009580796,Core Data,Core Data,1.2860838937859735,Core Data
Tim Frazier,DET,29,6-0,170,None,USA,Undrafted,Undrafted,Undrafted,27,3.6,1.2,3.4,-6.9,2.4%,7.1%,17.1%,46.4%,39.1%,72,-1.8518500611420516,-1.9550805628009342,Core Data,Core Data,-2.691906459696821,Outlier
Tim Hardaway Jr.,DAL,28,6-5,205,Michigan,USA,2013,1,24,71,15.8,3.3,1.9,5.9,1.1%,9.0%,20.4%,58.1%,9.6%,77,-0.3875321503137314,-0.5061046353227778,Core Data,Core Data,-0.6318966310413262,Core Data
Timothe Luwawu-Cabarrot,BKN,25,6-7,220,None,France,2016,1,24,47,7.8,2.7,0.6,-1.3,3.0%,9.9%,16.2%,59.9%,5.2%,79,0.1981950140175967,0.11488504788214636,Core Data,Core Data,0.22138103482361093,Core Data
Tobias Harris,PHI,27,6-8,226,Tennessee,USA,2011,1,19,72,19.6,6.9,3.2,3.1,2.7%,17.2%,23.6%,55.6%,14.5%,80,0.49105859618326075,0.36328092116411603,Core Data,Core Data,0.6041092661519707,Core Data
Tomas Satoransky,CHI,28,6-7,210,None,Czech Republi...,2012,2,32,65,9.9,3.9,5.4,-1.5,4.0%,10.1%,16.5%,53.3%,26.9%,79,0.1981950140175967,-0.2991080742544698,Core Data,Core Data,-0.07135630920378093,Core Data
Tony Bradley,UTA,22,6-10,248,North Carolina,USA,2017,1,28,58,4.9,4.6,0.4,0.1,15.8%,22.6%,14.7%,68.1%,5.1%,82,1.0767857605145887,1.2740657898646714,Core Data,Core Data,1.6623030728360821,Core Data
Tony Snell,DET,28,6-6,213,,USA,2013,1,20,59,8.0,1.9,2.2,-5.5,0.5%,6.4%,11.0%,59.8%,11.0%,78,-0.09466856814806733,-0.17491013761348495,Core Data,Core Data,-0.19062093090748808,Core Data
Torrey Craig,DEN,29,6-7,221,South Carolina Upstate,USA,Undrafted,Undrafted,Undrafted,58,5.4,3.3,0.8,-5.7,5.8%,11.8%,12.3%,55.3%,6.1%,79,0.1981950140175967,0.15628436009580796,Core Data,Core Data,0.2506547692263501,Core Data
Trae Young,ATL,21,6-1,180,Oklahoma,USA,2018,1,5,60,29.6,4.3,9.3,-4.9,1.4%,10.0%,33.9%,59.5%,42.3%,73,-1.5589864789763876,-1.5410874406643182,Core Data,Core Data,-2.1920832907575045,Core Data
Tremont Waters,BOS,22,5-10,175,Louisiana State,USA,2019,2,51,11,3.6,1.1,1.5,8.4,0.0%,8.9%,23.2%,38.1%,19.5%,70,-2.4375772254733796,-1.7480840017326262,Core Data,Core Data,-2.959709437506975,Outlier
Treveon Graham,ATL,26,6-5,219,Va Commonwealth,USA,Undrafted,Undrafted,Undrafted,55,4.4,2.7,0.8,-6.2,5.0%,9.9%,13.0%,45.6%,6.9%,77,-0.3875321503137314,0.07348573566848474,Core Data,Core Data,-0.22206434940297765,Core Data
Trevor Ariza,POR,35,6-8,215,UCLA,USA,2004,2,43,53,8.0,4.6,1.7,-0.3,2.2%,13.7%,11.7%,59.3%,8.1%,80,0.49105859618326075,-0.09211151318616172,Core Data,Core Data,0.2820981877218397,Core Data
Trey Burke,DAL,27,6-0,185,Michigan,USA,2013,1,9,33,7.4,1.5,2.5,2.0,3.0%,6.6%,19.6%,54.8%,23.4%,72,-1.8518500611420516,-1.33409087959601,Core Data,Core Data,-2.252800443655733,Core Data
Trey Lyles,SAS,24,6-9,234,Kentucky,USA,2015,1,12,63,6.4,5.7,1.1,-2.4,5.6%,22.8%,13.6%,55.7%,7.2%,81,0.7839221783489247,0.6944754188734089,Core Data,Core Data,1.0453849662858088,Core Data
Tristan Thompson,CLE,29,6-9,254,Texas,Canada,2011,1,4,57,12.0,10.1,2.1,-10.1,12.6%,20.7%,18.1%,54.0%,10.6%,81,0.7839221783489247,1.5224616631466412,Core Data,Core Data,1.6308596543405927,Core Data
Troy Brown Jr.,WAS,20,6-6,215,Oregon,USA,2018,1,15,69,10.4,5.6,2.6,-5.5,4.0%,17.1%,17.4%,52.4%,14.2%,78,-0.09466856814806733,-0.09211151318616172,Core Data,Core Data,-0.1320734621020097,Core Data
Troy Daniels,DEN,28,6-4,200,Va Commonwealth,USA,Undrafted,Undrafted,Undrafted,47,4.3,1.1,0.4,0.4,2.0%,6.8%,15.5%,51.8%,4.7%,76,-0.6803957324793954,-0.7131011963910859,Core Data,Core Data,-0.9853511279669469,Core Data
Ty Jerome,PHX,22,6-5,195,Virginia,USA,2019,1,24,31,3.3,1.5,1.4,-13.5,1.9%,12.0%,17.0%,42.5%,22.2%,77,-0.3875321503137314,-0.920097757459394,Core Data,Core Data,-0.9246339750687181,Core Data
Tyler Cook,DEN,22,6-8,255,None,USA,Undrafted,Undrafted,Undrafted,13,1.8,1.1,0.1,-9.8,10.3%,14.8%,15.0%,74.1%,3.1%,80,0.49105859618326075,1.5638609753603028,Core Data,Core Data,1.453047563831407,Core Data
Tyler Herro,MIA,20,6-5,195,Kentucky,USA,2019,1,13,55,13.5,4.1,2.2,-1.7,1.1%,13.1%,21.3%,55.0%,13.1%,77,-0.3875321503137314,-0.920097757459394,Core Data,Core Data,-0.9246339750687181,Core Data
Tyler Johnson,BKN,28,6-3,186,Fresno State,USA,Undrafted,Undrafted,Undrafted,39,7.0,1.9,1.9,-5.7,2.3%,7.6%,17.7%,50.4%,15.3%,75,-0.9732593146450594,-1.2926915673823485,Core Data,Core Data,-1.60226923451722,Core Data
Tyler Zeller,SAS,30,6-11,250,North Carolina,USA,2012,1,17,2,1.0,2.0,0.0,33.3,30.0%,33.3%,26.7%,25.0%,0.0%,83,1.369649342680253,1.3568644142919948,Core Data,Core Data,1.9279363665534852,Core Data
Tyrone Wallace,ATL,26,6-5,198,California,USA,2016,2,60,14,2.9,1.6,0.9,-8.3,1.6%,12.3%,15.4%,38.9%,12.3%,77,-0.3875321503137314,-0.7958998208184092,Core Data,Core Data,-0.8368127718605005,Core Data
Tyson Chandler,HOU,37,7-0,235,None,USA,2001,1,2,26,1.3,2.5,0.2,5.7,9.7%,17.2%,5.7%,71.7%,3.7%,84,1.662512924845917,0.7358747310870706,Core Data,Core Data,1.6959161754243222,Core Data
Tyus Jones,MEM,24,6-0,196,Duke,USA,2015,1,24,65,7.4,1.6,4.4,-2.3,0.7%,7.1%,16.5%,53.2%,31.4%,72,-1.8518500611420516,-0.8786984452457324,Core Data,Core Data,-1.9307893652256025,Core Data
Udonis Haslem,MIA,40,6-8,235,Florida,USA,Undrafted,Undrafted,Undrafted,4,3.0,4.0,0.3,-20.2,2.0%,34.9%,14.7%,47.0%,4.8%,80,0.49105859618326075,0.7358747310870706,Core Data,Core Data,0.8675728757766233,Core Data
Vic Law,ORL,24,6-7,201,Northwestern,USA,Undrafted,Undrafted,Undrafted,8,1.9,1.4,0.4,-9.7,2.9%,14.5%,15.0%,36.3%,8.6%,79,0.1981950140175967,-0.6717018841774243,Core Data,Core Data,-0.3348199188284336,Core Data
Victor Oladipo,IND,28,6-4,213,Indiana,USA,2013,1,2,19,14.5,3.9,2.9,-1.1,1.7%,11.6%,25.9%,50.6%,15.9%,76,-0.6803957324793954,-0.17491013761348495,Core Data,Core Data,-0.6047925807313376,Core Data
Vince Carter,ATL,43,6-6,220,North Carolina,USA,1998,1,5,60,5.0,2.1,0.8,-8.1,1.9%,11.4%,16.3%,47.0%,8.1%,78,-0.09466856814806733,0.11488504788214636,Core Data,Core Data,0.014295209911686231,Core Data
Vincent Poirier,BOS,26,7-0,235,None,France,Undrafted,Undrafted,Undrafted,22,1.9,2.0,0.4,-6.5,9.0%,19.5%,14.1%,52.5%,8.8%,84,1.662512924845917,0.7358747310870706,Core Data,Core Data,1.6959161754243222,Core Data
Vlatko Cancar,DEN,23,6-8,236,None,Slovenia,2017,2,49,14,1.2,0.7,0.2,-6.0,10.9%,11.9%,17.7%,50.7%,8.6%,80,0.49105859618326075,0.7772740433007321,Core Data,Core Data,0.8968466101793625,Core Data
Wayne Ellington,NYK,32,6-4,207,North Carolina,USA,2009,1,28,36,5.1,1.8,1.2,-3.1,0.7%,10.4%,14.6%,50.9%,11.7%,76,-0.6803957324793954,-0.4233060108954546,Core Data,Core Data,-0.7804349871477726,Core Data
Wendell Carter Jr.,CHI,21,6-9,270,Duke,USA,2018,1,7,43,11.3,9.4,1.2,-0.5,10.2%,21.6%,16.2%,59.0%,6.2%,81,0.7839221783489247,2.184850658565227,Core Data,Core Data,2.0992394047844196,Core Data
Wenyen Gabriel,POR,23,6-9,205,Kentucky,Sudan,Undrafted,Undrafted,Undrafted,30,2.1,1.7,0.3,-7.2,8.0%,14.8%,12.4%,54.6%,4.6%,81,0.7839221783489247,-0.5061046353227778,Core Data,Core Data,0.19644666860637247,Core Data
Wes Iwundu,ORL,25,6-6,195,Kansas State,USA,2017,2,33,52,5.8,2.5,1.2,-0.5,2.3%,10.9%,13.4%,54.4%,8.9%,78,-0.09466856814806733,-0.920097757459394,Core Data,Core Data,-0.7175481501567934,Core Data
Wesley Matthews,MIL,33,6-4,220,Marquette,USA,Undrafted,Undrafted,Undrafted,67,7.4,2.5,1.4,12.2,1.3%,7.3%,12.3%,54.7%,7.0%,76,-0.6803957324793954,0.11488504788214636,Core Data,Core Data,-0.39987643991216326,Core Data
Will Barton,DEN,29,6-5,181,Memphis,USA,2012,2,40,58,15.1,6.3,3.7,5.8,4.0%,14.7%,19.7%,54.9%,15.7%,77,-0.3875321503137314,-1.4996881284506567,Core Data,Core Data,-1.3344662567070666,Core Data
William Howard,HOU,26,6-8,207,None,France,Undrafted,Undrafted,Undrafted,2,0.0,1.0,0.5,-51.3,0.0%,25.0%,15.2%,0.0%,20.0%,80,0.49105859618326075,-0.4233060108954546,Core Data,Core Data,0.04790831249992623,Core Data
Willie Cauley-Stein,DAL,26,7-0,240,Kentucky,USA,2015,1,6,54,7.2,5.8,1.3,-5.5,7.2%,20.2%,14.4%,58.9%,9.8%,84,1.662512924845917,0.9428712921553787,Core Data,Core Data,1.842284847438018,Core Data
Willy Hernangomez,CHA,26,6-11,250,None,Spain,2015,2,35,31,6.1,4.3,0.9,-2.6,10.5%,24.3%,22.2%,57.6%,13.6%,83,1.369649342680253,1.3568644142919948,Core Data,Core Data,1.9279363665534852,Core Data
Wilson Chandler,BKN,33,6-8,235,DePaul,USA,2007,1,23,35,5.9,4.1,1.1,-6.4,1.4%,16.4%,12.8%,53.1%,8.0%,80,0.49105859618326075,0.7358747310870706,Core Data,Core Data,0.8675728757766233,Core Data
Yogi Ferrell,SAC,27,6-0,178,Indiana,USA,Undrafted,Undrafted,Undrafted,50,4.4,1.0,1.4,-1.8,1.1%,8.5%,18.5%,52.8%,19.6%,72,-1.8518500611420516,-1.6238860650916414,Core Data,Core Data,-2.4577165844749076,Core Data
Yuta Watanabe,MEM,25,6-8,215,George Washington,Japan,Undrafted,Undrafted,Undrafted,18,2.0,1.1,0.3,4.0,5.9%,11.8%,14.9%,48.0%,6.6%,80,0.49105859618326075,-0.09211151318616172,Core Data,Core Data,0.2820981877218397,Core Data
Zach Collins,POR,22,6-11,250,Gonzaga,USA,2017,1,10,11,7.0,6.3,1.5,6.5,9.5%,14.9%,12.6%,53.8%,6.7%,83,1.369649342680253,1.3568644142919948,Core Data,Core Data,1.9279363665534852,Core Data
Zach LaVine,CHI,25,6-6,200,UCLA,USA,2014,1,13,60,25.5,4.8,4.2,-4.4,1.9%,12.5%,31.2%,56.8%,21.8%,78,-0.09466856814806733,-0.7131011963910859,Core Data,Core Data,-0.5711794781430974,Core Data
Zach Norvell Jr.,GSW,22,6-5,205,None,USA,Undrafted,Undrafted,Undrafted,5,2.0,1.2,0.6,-32.3,0.0%,20.7%,14.7%,40.2%,9.1%,77,-0.3875321503137314,-0.5061046353227778,Core Data,Core Data,-0.6318966310413262,Core Data
Zhaire Smith,PHI,21,6-3,205,Texas Tech,USA,2018,1,16,7,1.1,0.3,0.3,-12.3,0.0%,8.0%,16.5%,31.3%,8.3%,75,-0.9732593146450594,-0.5061046353227778,Core Data,Core Data,-1.0460682808651758,Core Data
Zion Williamson,NOP,19,6-6,284,Duke,USA,2019,1,1,24,22.5,6.3,2.1,5.1,9.2%,11.4%,29.1%,61.6%,11.9%,78,-0.09466856814806733,2.76444102955649,Outlier,Outlier,1.887814211686994,Core Data
Zylan Cheatham,NOP,24,6-5,220,None,USA,Undrafted,Undrafted,Undrafted,4,3.0,2.3,0.8,-23.9,6.2%,12.8%,10.3%,66.7%,9.4%,77,-0.3875321503137314,0.11488504788214636,Core Data,Core Data,-0.19279061500023845,Core Data
